CpG_site,correlation,p_value,n_samples,adj_p_value,significant
"('chr1', 58814314, 58815095, 0)",-0.27049930212546924,0.005483034874568052,104,0.0608770601026808,False
"('chr1', 121006617, 121007716, 0)",0.08495892787438922,0.3911716147318079,104,0.6400990059247765,False
"('chr1', 145168022, 145169314, 0)",-0.11955644986823535,0.22902386804884264,103,0.5123923827533429,False
"('chr1', 147078304, 147079460, 0)",-0.12378520975294303,0.2105952542388049,104,0.49093474973561707,False
"('chr1', 148160759, 148161020, 0)",-0.17698411683734128,0.07228909440858688,104,0.2658806320662576,False
"('chr1', 151132145, 151132704, 0)",-0.1250016829881988,0.20611146491493948,104,0.48874335393003615,False
"('chr1', 151132710, 151133258, 0)",-0.172869100195168,0.07928396222852356,104,0.2837028527936325,False
"('chr1', 151838195, 151838774, 0)",-0.004353592488791996,0.9650146424368776,104,0.9801672036089685,False
"('chr1', 155062508, 155062654, 0)",-0.0040078641493982575,0.9677913550785522,104,0.9801672036089685,False
"('chr1', 156076552, 156077041, 0)",-0.048882203065807095,0.6221734492198305,104,0.7913726527549878,False
"('chr1', 156646608, 156647150, 0)",0.2788010062649888,0.004158046578776886,104,0.05428306962183452,False
"('chr1', 156907952, 156908324, 0)",-0.08844887166133829,0.37193494601446575,104,0.6303443934858438,False
"('chr1', 157194789, 157195326, 0)",0.04492521797360122,0.6506635354692345,104,0.809411811662252,False
"('chr1', 161038127, 161039059, 0)",-0.11588469567662849,0.24141200892668382,104,0.5227116072110208,False
"('chr1', 162632014, 162633744, 0)",-0.12783467832120698,0.19593511023682686,104,0.47311160764502097,False
"('chr1', 164576364, 164576722, 0)",-0.25838805877547044,0.008088887128671217,104,0.07757802039567684,False
"('chr1', 170665690, 170667917, 0)",0.20408875834343776,0.037702384972133005,104,0.19474101455171308,False
"('chr1', 174848811, 174849375, 0)",0.02189888453887653,0.8253626561411418,104,0.9163839584071743,False
"('chr1', 202011645, 202013171, 0)",-0.09450741463766643,0.3399420554335451,104,0.6082095811070054,False
"('chr1', 202013189, 202013190, 0)",-0.10308989769232034,0.3000885791300885,103,0.5732281557910731,False
"('chr1', 209430075, 209432864, 0)",-0.17779806524253527,0.07096632849203378,104,0.26428839576343616,False
"('chr1', 210252600, 210253049, 0)",0.08396380557007867,0.3967639043568272,104,0.6448091906647205,False
"('chr1', 212514397, 212515181, 0)",0.16892041539473734,0.08649604886264786,104,0.2995839826496375,False
"('chr1', 213979773, 213980268, 0)",0.1271804558354982,0.19825228284682433,104,0.47666819154493917,False
"('chr1', 217136472, 217137320, 0)",0.22747791697098205,0.020215457738846417,104,0.1316875145872658,False
"('chr1', 220881724, 220881813, 0)",-0.08468098599862509,0.3927287990452983,104,0.6408816116288659,False
"('chr1', 220884218, 220884786, 0)",0.06193628546177753,0.5322370744371924,104,0.7351488410697067,False
"('chr1', 220894604, 220896812, 0)",-0.18372941108615926,0.06190713164793301,104,0.2518687410881658,False
"('chr1', 228008553, 228009374, 0)",0.10979053543654213,0.2672258935823505,104,0.5501982003047355,False
"('chr1', 228158134, 228158935, 0)",-0.15580227060094745,0.11425925937361064,104,0.35234592501541223,False
"('chr1', 228212244, 228212605, 0)",0.010823072014417602,0.9131681572130367,104,0.9559016468253705,False
"('chr10', 484714, 485380, 0)",-0.15991168751275114,0.10490430562877556,104,0.3442715886380811,False
"('chr10', 624935, 625688, 0)",0.1361038359236305,0.1683155547531932,104,0.4365914389667981,False
"('chr10', 1363210, 1363802, 0)",0.14290062571391327,0.1478602235308461,104,0.40193916439448635,False
"('chr10', 3780100, 3781986, 0)",0.0683228359750728,0.4907328633464597,104,0.7036204930119544,False
"('chr10', 5525177, 5526256, 0)",-0.05182580483212008,0.6013326289455033,104,0.7765803954384638,False
"('chr10', 8038373, 8040541, 0)",0.1831293898244031,0.06277839343114011,104,0.2525932853579364,False
"('chr10', 8043065, 8044071, 0)",0.2099906661337808,0.03239303829591194,104,0.17816171062751565,False
"('chr10', 8056247, 8057101, 0)",-0.010091941816528813,0.9190132935020128,104,0.9560313421019188,False
"('chr10', 8058356, 8058983, 0)",-0.2817751921736186,0.003758109914646705,104,0.050338381381360035,False
"('chr10', 11869890, 11870413, 0)",0.11134051293449752,0.26048978031498693,104,0.5429155421301833,False
"('chr10', 21500129, 21500658, 0)",-0.05734656431003777,0.5631085939471523,104,0.7567567982004716,False
"('chr10', 21509852, 21509853, 0)",-0.1204769470696308,0.22313961929511175,104,0.5049330813763672,False
"('chr10', 26566843, 26567538, 0)",-0.2490250925724935,0.01079806597205437,104,0.08668001185446053,False
"('chr10', 30819013, 30819552, 0)",0.0396081944090723,0.6897453348205117,104,0.8387077356875824,False
"('chr10', 48466200, 48466344, 0)",-0.1316874689649536,0.18268482320152704,104,0.4559444747130549,False
"('chr10', 61867419, 61868187, 0)",0.08527223506307845,0.3894207299519284,104,0.6381522224826129,False
"('chr10', 75395866, 75396273, 0)",0.04360535609746008,0.6602821327489912,104,0.8144395772706443,False
"('chr10', 75398763, 75399310, 0)",0.013841279188552713,0.8890909649068256,104,0.9498104082551317,False
"('chr10', 75405612, 75407068, 0)",-0.13809731169168982,0.16211049380133757,104,0.4270227641596209,False
"('chr10', 75407363, 75407533, 0)",-0.20941496983156935,0.03288149676335254,104,0.18001483020674108,False
"('chr10', 75592253, 75592790, 0)",0.0468598560185641,0.6366680519492895,104,0.8003826938791069,False
"('chr10', 76112067, 76112546, 0)",-0.38276657390162316,6.068836825142505e-05,104,0.0026303783157602184,True
"('chr10', 79243296, 79243949, 0)",0.02585159941624375,0.7944836732738858,104,0.8974293440619271,False
"('chr10', 80207233, 80207971, 0)",-0.053179648236117524,0.5918527749402852,104,0.7726605457462185,False
"('chr10', 86363847, 86363892, 0)",0.11430663353865511,0.24792414949491154,104,0.5306916929728918,False
"('chr10', 86942664, 86942977, 0)",0.0026964101419631147,0.9783274983339731,104,0.9866324855863838,False
"('chr10', 86953583, 86955316, 0)",0.07289574414030969,0.46210324413844517,104,0.687058711654824,False
"('chr10', 86969189, 86969190, 0)",-0.15731983207212594,0.11073198693497059,104,0.34792484336338697,False
"('chr10', 92691068, 92692326, 0)",-0.06069842016500354,0.5404794059441127,104,0.7380339474271331,False
"('chr10', 93060279, 93061135, 0)",-0.04098763015484613,0.6795222346035119,104,0.8296736019619447,False
"('chr10', 93061688, 93062005, 0)",-0.06200540838325304,0.5317786747254735,104,0.7351488410697067,False
"('chr10', 95415063, 95415261, 0)",0.0034722220833515137,0.9720941052361481,104,0.9828491889536545,False
"('chr10', 97320884, 97321674, 0)",-0.15048905325007184,0.12729838292789214,104,0.3745868693985939,False
"('chr10', 99521175, 99522824, 0)",-0.2848146944447781,0.0033853209815543073,104,0.047314839130429616,True
"('chr10', 100519136, 100520151, 0)",-0.058801114760931784,0.5532334434921266,104,0.7483026592740099,False
"('chr10', 103660944, 103661109, 0)",-0.18183405276444276,0.06469336074398403,104,0.2525932853579364,False
"('chr10', 103661435, 103662214, 0)",-0.11721341696538677,0.23602158236550316,104,0.5202108346015172,False
"('chr10', 111078376, 111078905, 0)",0.6911767824439845,4.627851332454332e-16,104,5.497887382955747e-13,True
"('chr10', 111078907, 111079172, 0)",0.39100927347851444,4.061348855651526e-05,104,0.0020977749741365277,True
"('chr10', 117546286, 117546904, 0)",0.09627928454982483,0.330924251612326,104,0.6011284570572528,False
"('chr10', 117546908, 117547757, 0)",0.08765567450350562,0.3762555243693256,104,0.6304535443593213,False
"('chr10', 120949232, 120950301, 0)",0.12117934669470458,0.22043316553670542,104,0.5007162536474302,False
"('chr10', 122148818, 122150021, 0)",0.02962278228838444,0.7653149911421916,104,0.8796629628367402,False
"('chr10', 122164217, 122165786, 0)",0.05882756069265835,0.5530546752373778,104,0.7483026592740099,False
"('chr10', 125023384, 125024199, 0)",0.05079831760716483,0.6085720199231667,104,0.780759783659527,False
"('chr10', 129045632, 129047052, 0)",0.009175126475909935,0.9263489798392629,104,0.9608384271450336,False
"('chr10', 129850867, 129851448, 0)",-0.08672944627211429,0.3813391725480023,104,0.6337294878150727,False
"('chr10', 129945984, 129946663, 0)",-0.10801307574519127,0.2750947063598198,104,0.5581817912215877,False
"('chr10', 133099488, 133100329, 0)",-0.2557795634361255,0.00877571326485384,104,0.0795843309820333,False
"('chr10', 133100691, 133100808, 0)",-0.15769282745706018,0.1098781388202363,104,0.34782448675748484,False
"('chr10', 133240793, 133241677, 0)",-0.20185670287051385,0.039891956080815666,104,0.2019886705088322,False
"('chr11', 393269, 393606, 0)",-0.11217338161177587,0.25691839983371767,104,0.5402107238981533,False
"('chr11', 393937, 394199, 0)",-0.21749387017170574,0.026566821752771995,104,0.1547126678543781,False
"('chr11', 721053, 721730, 0)",-0.18458755684532116,0.060678216863537755,104,0.2511697617905326,False
"('chr11', 824331, 824877, 0)",-0.031045805328731288,0.7543906843173745,104,0.8741367410508788,False
"('chr11', 850458, 850973, 0)",-0.09975805065837132,0.3136673226976978,104,0.5840701870922649,False
"('chr11', 1199651, 1200256, 0)",-0.19265215871305463,0.05007481027509118,104,0.22448631927097482,False
"('chr11', 1200276, 1200636, 0)",0.03647474821129859,0.7131733444466916,104,0.8521019794230554,False
"('chr11', 1447827, 1448389, 0)",-0.10879238544351214,0.27162572616880876,104,0.5544525132105581,False
"('chr11', 1460978, 1461072, 0)",-0.17216824114980162,0.08052763681160084,104,0.2861309632879802,False
"('chr11', 1461362, 1461680, 0)",0.0088963173753213,0.928581058871753,104,0.9608554400623064,False
"('chr11', 1833964, 1835671, 0)",-0.13612682081227206,0.16824302311327902,104,0.4365914389667981,False
"('chr11', 1835708, 1837456, 0)",-0.34776820174689105,0.00029771260888941464,104,0.009307436298963806,True
"('chr11', 2256145, 2257721, 0)",-0.17765705195090528,0.07119408168836554,104,0.26430802826805705,False
"('chr11', 6319197, 6319540, 0)",-0.11694947173870138,0.23708563638840413,104,0.5206242810155713,False
"('chr11', 6630222, 6630904, 0)",-0.14119372694598514,0.15281200618232757,104,0.4107254826801021,False
"('chr11', 9528718, 9530557, 0)",-0.31689446547291233,0.0010471387224646677,104,0.021448289694621123,True
"('chr11', 44519980, 44520636, 0)",-0.14609504438610585,0.1389190911543421,104,0.3920092168440817,False
"('chr11', 47590139, 47590432, 0)",0.007436406237274172,0.9402774024096409,104,0.966305842614752,False
"('chr11', 60852451, 60852995, 0)",-0.03666600772129586,0.7117354131004505,104,0.8521019794230554,False
"('chr11', 63762448, 63763408, 0)",-0.050700822239519765,0.6092609273399435,104,0.7808004117366267,False
"('chr11', 63763824, 63764147, 0)",-0.19820214156027474,0.0447560510900349,103,0.2141092161378995,False
"('chr11', 63998930, 63999311, 0)",-0.11265377970679977,0.25487372786601314,104,0.5379079093751017,False
"('chr11', 64542240, 64543177, 0)",0.07556987319881311,0.44579669645444725,104,0.6768454006216672,False
"('chr11', 64890753, 64893377, 0)",-0.28167391054978413,0.0037711413661119892,104,0.050338381381360035,False
"('chr11', 65182764, 65183939, 0)",-0.19309208889126123,0.04954347050830832,104,0.22403817431893974,False
"('chr11', 65297928, 65299076, 0)",0.05259077670521701,0.5959678522456932,104,0.7733875422294415,False
"('chr11', 65478664, 65479753, 0)",0.02381059393877509,0.8103918253401646,104,0.9091081100133291,False
"('chr11', 65584906, 65585272, 0)",-0.22151970831522239,0.023826373139446657,104,0.14466803897052738,False
"('chr11', 65592164, 65592564, 0)",-0.27069017476913865,0.0054487804163530894,104,0.0608770601026808,False
"('chr11', 65592666, 65592808, 0)",-0.15135139069850528,0.1251078960453088,104,0.3723682804861548,False
"('chr11', 65606982, 65607443, 0)",-0.06627392911792127,0.5038585720808961,104,0.7136214551722547,False
"('chr11', 65647400, 65647731, 0)",-0.22581460400626802,0.021172759530121304,104,0.13523246409561349,False
"('chr11', 66686156, 66687206, 0)",-0.2707628702609156,0.005435784438658628,104,0.0608770601026808,False
"('chr11', 67991508, 67991781, 0)",0.09198679289959298,0.6481528710040941,27,0.809411811662252,False
"('chr11', 69251597, 69252792, 0)",-0.2060193389303608,0.0358906557251171,104,0.1903486562564246,False
"('chr11', 69377029, 69377829, 0)",-0.09471075819614866,0.338899341549507,104,0.6081758576447347,False
"('chr11', 70661731, 70662554, 0)",0.25189443256777616,0.00989383421118349,104,0.08395625030632847,False
"('chr11', 72012928, 72013853, 0)",0.01360745575059355,0.8909529368338394,104,0.9498104082551317,False
"('chr11', 73343380, 73343424, 0)",0.13569073118894276,0.1696231030017909,104,0.4380701007959295,False
"('chr11', 77137930, 77138457, 0)",-0.02017051686155906,0.8389519436245508,104,0.9227950792779313,False
"('chr11', 94545348, 94545717, 0)",-0.1834667171478371,0.06228735578447838,104,0.25255078045037654,False
"('chr11', 95037458, 95037977, 0)",0.08296261036859738,0.4024380108345457,104,0.6462360997566873,False
"('chr11', 117823509, 117824635, 0)",-0.1151696285961792,0.2443480038063799,104,0.5249284421735612,False
"('chr11', 118609559, 118610622, 0)",-0.055301739669599226,0.5771312102846284,104,0.764552386323125,False
"('chr11', 120137259, 120137893, 0)",-0.10067734606793001,0.3092062996490609,104,0.5830747364810862,False
"('chr11', 122099472, 122100060, 0)",-0.05848664167647277,0.555361343246403,104,0.7483026592740099,False
"('chr11', 124751739, 124752290, 0)",-0.09613457277585329,0.33165498188405906,104,0.6015360587454384,False
"('chr11', 124759919, 124760574, 0)",0.22405172508027274,0.022229578446216817,104,0.13899336417950306,False
"('chr11', 126327335, 126328584, 0)",0.03215154735432768,0.7459352666414133,104,0.8701207134351987,False
"('chr11', 128687985, 128688932, 0)",-0.20703633759718304,0.03496605389088696,104,0.18806268685021918,False
"('chr11', 128940300, 128942244, 0)",-0.2739015344506689,0.004900313122601632,104,0.05940379581276264,False
"('chr11', 133918198, 133919109, 0)",0.05633040585151826,0.5700567639321817,104,0.7626878535391824,False
"('chr11', 133951073, 133952237, 0)",0.024735755304899465,0.8031708819234181,104,0.9018591755434978,False
"('chr12', 2690973, 2692377, 0)",0.06219589040352501,0.5305164835439236,104,0.7351488410697067,False
"('chr12', 3150880, 3152475, 0)",0.19587003043969864,0.04629490650383688,104,0.2162484851007796,False
"('chr12', 6555357, 6555663, 0)",0.07398261405175101,0.4554363890616676,104,0.6842305697494141,False
"('chr12', 6555667, 6556273, 0)",0.025971018287392025,0.7935554240797277,104,0.8974293440619271,False
"('chr12', 6620344, 6620871, 0)",0.14517713168714824,0.1414452340235217,104,0.39445290615010276,False
"('chr12', 6773689, 6774066, 0)",-0.2640006180857298,0.006769641481352754,104,0.07216481837229849,False
"('chr12', 6950786, 6954347, 0)",0.04530184747989816,0.647929209153875,104,0.809411811662252,False
"('chr12', 6962548, 6963693, 0)",-0.04115684707411883,0.6782720983984011,104,0.8289992313758235,False
"('chr12', 6987791, 6989780, 0)",-0.033628423829733564,0.7346888617204046,104,0.8650251414507836,False
"('chr12', 13197139, 13198833, 0)",-0.1994220716006106,0.042400433854505745,104,0.2098726815126143,False
"('chr12', 21773354, 21774256, 0)",-0.5438092788320094,2.434629405082271e-09,104,7.230849333094346e-07,True
"('chr12', 51721339, 51721964, 0)",-0.1302853087810619,0.1874291410197772,104,0.46196228118567495,False
"('chr12', 51821393, 51821394, 0)",-0.09490236221099572,0.3379186786152419,104,0.607527525454533,False
"('chr12', 51821777, 51821832, 0)",0.09708668877405778,0.3292606013415971,103,0.599022349760823,False
"('chr12', 52014818, 52015054, 0)",-0.10236671120502829,0.3035099832891273,103,0.5785918238233222,False
"('chr12', 52258341, 52258815, 0)",0.11275264961369111,0.2544543047247555,104,0.5379079093751017,False
"('chr12', 52519618, 52520376, 0)",0.17674379703116772,0.07268342417718567,104,0.2665058886496808,False
"('chr12', 53943935, 53946021, 0)",0.3391273148922336,0.0004289596049317741,104,0.011150995680722071,True
"('chr12', 53968451, 53970989, 0)",0.17101310948494564,0.08261143844702791,104,0.29036209726351825,False
"('chr12', 53982528, 53983690, 0)",-0.020662958513522872,0.8350751154414695,104,0.9219974322903958,False
"('chr12', 54047148, 54047608, 0)",0.13579532156055288,0.16929134912296664,104,0.4380701007959295,False
"('chr12', 54060163, 54060854, 0)",-0.00905536226852945,0.9273077145143082,104,0.9608384271450336,False
"('chr12', 54079315, 54080521, 0)",-0.016987583384952362,0.8640990925919754,104,0.9374883305929377,False
"('chr12', 54106977, 54107795, 0)",-0.013992715048119851,0.8878853788199513,104,0.9498104082551317,False
"('chr12', 57725890, 57727313, 0)",-0.12167569697851183,0.21853469244778145,104,0.4973737181503329,False
"('chr12', 57736045, 57738385, 0)",-0.1475326563092614,0.1350317011488593,104,0.3865485806381803,False
"('chr12', 108826320, 108827346, 0)",-0.1013905028042631,0.30577419211579887,104,0.5793616271667767,False
"('chr12', 113077263, 113077950, 0)",0.20284701825956017,0.038907713951270455,104,0.199234328336678,False
"('chr12', 114666377, 114666378, 0)",0.08343161041003906,0.409220106327952,100,0.6462360997566873,False
"('chr12', 114667043, 114667303, 0)",0.10040355804776663,0.3105305572961438,104,0.5834873542604179,False
"('chr12', 114669264, 114670539, 0)",0.025462869672645747,0.7975072699568977,104,0.8980461011457767,False
"('chr12', 114671646, 114672337, 0)",0.05845760279652798,0.5555580349155528,104,0.7483026592740099,False
"('chr12', 114674391, 114675190, 0)",0.035942227902088564,0.7171822292535708,104,0.8537629299015868,False
"('chr12', 114680482, 114680483, 0)",-0.23845933143226858,0.01633213093263641,101,0.11413277381160034,False
"('chr12', 114680665, 114681155, 0)",0.05376672274910502,0.5877630992300746,104,0.7723748776449691,False
"('chr12', 114685933, 114686371, 0)",-0.01595602335496063,0.872279518272318,104,0.9412643197435329,False
"('chr12', 114686410, 114686740, 0)",0.06387654851226762,0.5194452703123127,104,0.726001154271797,False
"('chr12', 114696342, 114697692, 0)",0.2848998718546469,0.00337536965928123,104,0.047314839130429616,True
"('chr12', 114699446, 114700813, 0)",0.06159164782058772,0.5345255318035468,104,0.7355295813789238,False
"('chr12', 114735463, 114736122, 0)",0.24189244436506205,0.01336586089241112,104,0.09862511018748081,False
"('chr12', 116319157, 116319364, 0)",0.05450281741391379,0.5826535961267336,104,0.7665475882597559,False
"('chr12', 116319432, 116320613, 0)",0.01998744261207261,0.8403942134916522,104,0.9227950792779313,False
"('chr12', 119803315, 119804229, 0)",0.08133131090635713,0.41178512417155916,104,0.6462360997566873,False
"('chr12', 120977404, 120979117, 0)",-0.17450517029629428,0.07644060919689544,104,0.2760226253067227,False
"('chr12', 124388646, 124388696, 0)",-0.30506993490917045,0.0016386656257183036,104,0.03041773067739601,True
"('chr12', 124543482, 124544097, 0)",-0.30370939777722283,0.0017233080508307623,104,0.03055656663264098,True
"('chr12', 130163704, 130163824, 0)",0.3340476695518194,0.0005291135121185591,104,0.013095559424934337,True
"('chr12', 130164029, 130164720, 0)",0.20179330128841672,0.03995567135486159,104,0.2019886705088322,False
"('chr12', 132271090, 132271859, 0)",-0.2908565936010661,0.002741228525683844,104,0.04122252517104312,True
"('chr12', 132284718, 132285798, 0)",-0.07240631053835178,0.4651228600261757,104,0.6881269709976298,False
"('chr12', 132288413, 132288968, 0)",-0.11700152361154123,0.23687553344798168,104,0.5206242810155713,False
"('chr12', 132445524, 132445945, 0)",0.01705494676755287,0.8635653800368355,104,0.9374883305929377,False
"('chr12', 132572049, 132572434, 0)",-0.027892171494838976,0.778662640766811,104,0.8903284092694624,False
"('chr12', 132582521, 132583088, 0)",-0.03920718894693628,0.6927278132730867,104,0.8414730492519704,False
"('chr13', 20414380, 20415133, 0)",-0.04356914954634667,0.6605467809499208,104,0.8144395772706443,False
"('chr13', 24745846, 24746622, 0)",0.1438441554321987,0.14517536458735306,104,0.39675362918589774,False
"('chr13', 27927800, 27929112, 0)",0.35375816162867724,0.00022968885266138703,104,0.008268798695809933,True
"('chr13', 33610754, 33611607, 0)",-0.09245001908547915,0.3506057924906851,104,0.6107769658253481,False
"('chr13', 35475107, 35476769, 0)",0.16294208129609491,0.09839787292494247,104,0.33021659049387475,False
"('chr13', 35477386, 35478973, 0)",0.10544254008889446,0.286747572221261,104,0.5663351826972457,False
"('chr13', 43023251, 43024326, 0)",-0.08569492467100812,0.38706603045137644,104,0.6381522224826129,False
"('chr13', 48318204, 48318401, 0)",-6.231011122560803e-05,0.9994991193947821,104,0.9996964892799771,False
"('chr13', 48319411, 48319842, 0)",-0.15808343266817476,0.10898948273960253,104,0.34782448675748484,False
"('chr13', 87675467, 87676896, 0)",0.008199123652634442,0.9341650111716867,104,0.9608554400623064,False
"('chr13', 94704243, 94705951, 0)",0.12298028802054636,0.21360007209389442,104,0.4946527985332292,False
"('chr13', 112842311, 112842691, 0)",0.2535897222063495,0.009391421204572686,104,0.08264450660023964,False
"('chr13', 113022389, 113023463, 0)",-0.05134107706184472,0.6047431178576198,104,0.7775268658169397,False
"('chr13', 113050824, 113051463, 0)",-0.049335647757339895,0.6189429666975573,104,0.7898004773756157,False
"('chr13', 113410481, 113411116, 0)",-0.10913092520288835,0.27012800278394883,104,0.5530716276022943,False
"('chr13', 113820931, 113821709, 0)",-0.06836382228422752,0.4904721570301249,104,0.7036204930119544,False
"('chr14', 24171789, 24172512, 0)",0.16625777466149128,0.09164717314258367,104,0.31286448762468216,False
"('chr14', 24172579, 24172747, 0)",0.09599606877951922,0.3323553272900787,104,0.6018873914948376,False
"('chr14', 33799981, 33800398, 0)",0.05339750206560333,0.5903336606916094,104,0.7723748776449691,False
"('chr14', 33800736, 33801332, 0)",-0.07545824977012303,0.44647083816917205,104,0.6768454006216672,False
"('chr14', 36579816, 36580493, 0)",0.2113418657685765,0.03127059923154064,104,0.1727882413352106,False
"('chr14', 36583417, 36583819, 0)",0.02958150372974259,0.7656325787653109,104,0.8796629628367402,False
"('chr14', 36584093, 36584402, 0)",0.1908378667072142,0.05231604148773852,104,0.22849800473321086,False
"('chr14', 36659172, 36659677, 0)",0.2358135105338054,0.01595865866493726,104,0.11218276031920393,False
